DateCreated,Status,OrganizationType,Name,ShortName,Affiliated School,Membership Type,Approximate year the organization was founded at UVA,"Please list 3-5 Primary Events/Programs that your CIO hosts each year. If you do not have annual recurring events,please list some of the events/programs you hosted this past year.",Total number of Members (approximate),"Approximate membership dues per academic year (if zero,please write ""zero"")","Approximately,how much money do members spend out of pocket per academic year,not including dues,for your CIO activities? (write the number,don't include $)","Please list your primary sources of funding (SAF,fundraisers,national organizations,alumni,departments,etc.)","Not including SAF,approximately how much money does your organization fundraise per academic year?",Does???ˇthis organization require an application or an interview/audition process to join?,How frequently does???ˇthis organization meet?,"Approximately how many hours/week do non-exec members spend on your organization's activities (meetings,events,planning,etc.)?",When does???ˇthis organization elect new officers?,When does???ˇthis organization do recruitment/membership intake?,"Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Marketing","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Planning Events","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Reserving Spaces","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Fundraising/Budgeting/Co-Sponsorships","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Transitioning Officers","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Recruiting New Members","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Delegation","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Community Building/Icebreakers","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Motivating Members","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Holding Members Accountable","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Developing a Mission/Vision","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Collaboration (with other CIOs,the community,faculty/staff,etc.)","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Other",Are you the 2020-2021 incoming President OR a 2020-2021 returning member/officer????ˇ,Are you a first time President?
4/29/2020 21:05,Approved,Contracted Independent Organization,Business Ethics Society,BES,Commerce (McIntire),Predominantly Undergraduate Students,2011,1) Panel Presentations2) General Meetings3) Guest Speakers4) Encouragement and Support of Student Research and Publication5) Online Academic Materials Related to Business Ethics and Social Responsibility,45,zero,0,McIntire,,Application,Monthly,2-Jan,September,Fall & Spring Semester,,,,,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/4/2020 13:13,Approved,Contracted Independent Organization,Latino Student Network at McIntire,LSN,Commerce (McIntire),Predominantly Undergraduate Students,2015,"The Latino Student Network at McIntire offers a number of events every year to connect the Latino business community with companies interested in hiring students from diverse backgrounds. LSN holds a series of corporate info sessions, activities, and networking events in which corporate guests have a chance to meet specifically with hispanic/latino students. In addition, LSN conducts a mentorship program for pre-Comm students, where we offer a number of activities, such as application reviews, tutoring, and class schedule advisory, to help our members get into McIntire.",50,zero,,McIntire Depertments,,Neither,Monthly,1,April ,Fall & Spring Semester,Marketing,Planning Events,,Fundraising/Budgeting/Co-Sponsorships,,Recruiting New Members,,,,,,,,"No, I am not the incoming President, and I can delegate a new/returning officer the task of renewing our CIO (if this is you, please do NOT continue) ",n/a
4/29/2020 16:07,Approved,Contracted Independent Organization,Enactus at University of Virginia,Enactus at UVA,Commerce (McIntire),Predominantly Undergraduate Students,2009,"Enactus Educational Workshops, High School Case Competition, Enactus Project Presentations to Business Advisory Board",50,15,,"McIntire School of Commerce, UVA Parents Fund, EY Team Building Grant",,Both,Weekly,2,March ,Fall & Spring Semester,,,,Fundraising/Budgeting/Co-Sponsorships,,,,Community Building/Icebreakers,,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/10/2020 14:48,Approved,Contracted Independent Organization,Virginia Consulting Group,VCG,Commerce (McIntire),Predominantly Undergraduate Students,2012,"Virginia Consulting Group aims to provide practical, hands-on consulting opportunities for students at the University of Virginia. Students will work in small project teams and work with clients to solve real-world problems. VCG has helped past clients raise millions of dollars and enter Y-Combinator. At the end of each project, teams will produce a deliverable to give to clients. The group also assists with personal development through training workshops and mentorship programs.",50,zero,,"McIntire student orgs funding, SAF funding",,Both,Weekly,3,November,Fall & Spring Semester,,,,Fundraising/Budgeting/Co-Sponsorships,,,,,,Holding Members Accountable,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/30/2020 13:06,Approved,Contracted Independent Organization,Human Powered Vehicle Team at UVA,HPVT at UVA,Engineering,Predominantly Undergraduate Students,2019,"Information Session, Workshops, Guest Presentations, Competition",15,zero,,Mechanical Engineering Department,,Neither,Weekly,6,April ,Fall semester,,,,,,,,,,,,,,"Yes, I am a returning member/officer and will update the Primary Contact/President later if necessary","Yes, this is my first time as President for this organization"
5/2/2020 17:25,Approved,CIO - Darden,Darden Latter-day Saint Student Association,DLDSSA,Business (Darden),Predominantly Graduate Students,2010,Opening Social/Club Kick-off One Darden Week: Religion in Business PanelResilience Week: Views from the Verse discussionLunch and Learn with a Darden Professor100+ Case PotluckChristmas CarolingEaster EventClosing Social,20,Zero,,Member contributions,,Neither,Monthly,Zero,February,Fall semester,,,,Fundraising/Budgeting/Co-Sponsorships,,,,Community Building/Icebreakers,,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"No, I am not, but I am the only one who makes sense to renew the organization at this time.",n/a
5/26/2020 12:55,Approved,Contracted Independent Organization,Prince and Princess Club,P&P/ formerly Battleground Faith,No affiliated schools,Predominantly Undergraduate Students,2009,"Weekly meetings in which we meet with girls & boys ages 3-14 at the Westhaven Community Center.  We mentor them on lessons of personal growth which are based on Christian principles and connect UVA with the families of Westhaven to help bridge a gap. We also take the kids to UVA events like Trick-or-Treating on the Lawn, sporting events, or outings to Sweetfrog to foster healthy, consistent mentoring relationships.",20,Zero,30,members,,Neither,Weekly,1,April ,Members can join at any time,,,Reserving Spaces,Fundraising/Budgeting/Co-Sponsorships,,Recruiting New Members,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/22/2020 12:16,Approved,CIO - Law ,Lone Star Lawyers at Virginia Law,LSL,Law,Predominantly Graduate Students,2017,Firm ReceptionGeneral Body MeetingsResume WorkshopsInterview WorkshopsFirm PanelTexas Legal Market OverviewsNetworking Events,70,10,,"Members, Firms, and LSF",,Neither,Monthly,5-Mar,March ,Members can join at any time,,,,,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/28/2020 14:24,Approved,CIO - Darden,Asia Business Club at Darden Business School at the University of Virginia,ABCD,Business (Darden),Predominantly Graduate Students,Early than 2013,Asia Culture Awareness NightLunar New Year ColdcallHiking TNDCCultural DiscussionsSpeaker SeriesMock NetworkingResumaniaCover Letter WorkshopRecruiting Panel,120,3000,,"Membership Due, Darden OSA and DSA",,Neither,Weekly,1 hour per week for non-exec members,March ,Fall semester,Marketing,Planning Events,,Fundraising/Budgeting/Co-Sponsorships,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/30/2020 20:45,Approved,CIO - Darden,Turnaround & Restructuring Club,T&RC,Business (Darden),Predominantly Graduate Students,NA,Industry speaker eventsB-school competitionsRecruiting PreparationOrganization of off-Grounds conference travel,20,35,0,membership dues,,Neither,Once or twice a semester,0.1,March ,Fall semester,,,,Fundraising/Budgeting/Co-Sponsorships,,,,,,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/17/2020 17:26,Approved,CIO - Darden,Darden Photography Club,DPC,Business (Darden),Predominantly Graduate Students,2011,"Workshops (Camera Basics, Composition Basics, Editing Basics, Post processing) ;Photowalks (UVA Photo-walk, Sherando Lake, Charlottesville Downtown, Monticello, Blue Ridge Mountains, Shenandoah National Park) ;Best of Darden Talent Show ;Photoshoots for members",20,15,,Membership dues,,Neither,Monthly,3,February,Fall semester,,,,,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/13/2020 16:49,Approved,CIO - Darden,Education Club,Education Club,Business (Darden),Predominantly Graduate Students,2013,Seminars on education topicsJefferson Dinners - small dinner with leaders in education fieldAnnual Education ForumCollaboration opportunities with other Darden student clubs and educational organizations in the Charlottesville Community,35,25,,Membership Dues,,Neither,Monthly,0,March ,Fall semester,,,,Fundraising/Budgeting/Co-Sponsorships,,Recruiting New Members,,,,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/19/2020 16:19,Approved,CIO - Darden,The Darden Business and Public Policy Club,Darden BPP,Business (Darden),Predominantly Graduate Students,2009,Monthly MeetingsSpeaking EventsSocial Events,50,15,,Membership Dues,,Neither,Monthly,1,February,Fall semester,Marketing,,,Fundraising/Budgeting/Co-Sponsorships,,,,,,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/23/2020 0:08,Approved,Contracted Independent Organization,Men's Club Lacrosse,Clax,No affiliated schools,Predominantly Undergraduate Students,1970,A highly motivated club lacrosse team competing in in the NCLL blue ridge division.New Orleans Tournament Home Round Robin on Carr's HillPlayoffs at Navy,60,$200 ,,Membership dues,,Interview/Audition,Weekly,8 hours,April ,Fall semester,,,,,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/11/2020 16:51,Approved,Contracted Independent Organization,Theta Tau,????????,Engineering,Both Undergraduate and Graduate Students,1923,"Community development and service (canned food drives, Habitat for Humanity, UVA concessions), professional development (Tech Talks, LinkedIn Workshops, Business visits), social interaction (IM sports, hikes, etc.), national association among chapters",70,$500 ,,Membership Dues,,Neither,Weekly,2,November,Fall & Spring Semester,,,,,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/5/2020 13:58,Approved,CIO - Darden,Net Impact at Darden,,Business (Darden),Predominantly Graduate Students,2014,#ERROR!,100,35,,Membership dues,,Neither,Monthly,0-2,February,Fall semester,,,,Fundraising/Budgeting/Co-Sponsorships,,,Delegation,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/17/2020 23:26,Approved,Contracted Independent Organization,Bioethics Society at UVA,BioE Soc,Arts and Sciences,Predominantly Undergraduate Students,2014,"Meet to discuss issues in bioethics, attend conferences, listen to guest speakers, watch films pertaining to bioethics issues.",100,$10 ,,membership dues,,Neither,Monthly,0,April ,Members can join at any time,Marketing,Planning Events,Reserving Spaces,,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/10/2020 14:33,Approved,Contracted Independent Organization,Chinese Student Association,CSA,No affiliated schools,Predominantly Undergraduate Students,2005,"FullMoonFest, Chinafest, Chinavasion, Dollar Dimsum, Paint Wars",200,10,,Membership Dues,,Neither,Monthly,3,April ,Members can join at any time,Marketing,Planning Events,Reserving Spaces,Fundraising/Budgeting/Co-Sponsorships,Transitioning Officers,Recruiting New Members,,Community Building/Icebreakers,Motivating Members,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/30/2020 18:21,Approved,Contracted Independent Organization,Women in Medicine Initiatives ,WIMI,No affiliated schools,Predominantly Undergraduate Students,2010,~ Speaker events with female physicians and medical school faculty~ Social events~ Fundraisers for local causes~ Community Service,50,$15 ,,"Membership dues, Fundraisers",,Neither,Monthly,2-Jan,April ,Members can join at any time,,,,Fundraising/Budgeting/Co-Sponsorships,,Recruiting New Members,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/5/2020 12:09,Approved,Contracted Independent Organization,Tae Kwon Do Club at the University of Virginia,tkdatuva,No affiliated schools,Both Undergraduate and Graduate Students,2015,Weekly practicesCompetition and tournaments through the ACATADemonstrations for events such as Relay for Life and Korea DayPractice at a local Dojang under a Master Instructor.,15,$30 ,,"Membership dues, SAF",,Neither,Weekly,3,April ,Members can join at any time,,,,,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/5/2020 20:38,Approved,Contracted Independent Organization,Society of Asian Scientists and Engineers,SASE,Engineering,Predominantly Undergraduate Students,2007,"SASE National Conference, factory tours, resume workshops, networking nights with sponsors, ice cream socials, general body meetings, career fair workshops, and interview workshops.",20,10,,"Membership dues, SAF",,Neither,Monthly,1 hour,April ,Members can join at any time,,Planning Events,Reserving Spaces,Fundraising/Budgeting/Co-Sponsorships,,Recruiting New Members,,Community Building/Icebreakers,Motivating Members,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/19/2020 14:42,Approved,CIO - Darden,Darden South Asia Society,DSAS,Business (Darden),Predominantly Graduate Students,2013,"1. Social gatherings to celebrate festivals from the region such as Diwali and Holi2. Support & guidance to navigate through various career paths chosen or interested in3. SY-FY Buddy program to assist with transition, career path, etc.4. Networking opportunities with club's vast alumni group5. Discussion forums with professors with focus on the South Asian subcontinent6. Academic guidance to students based on concentration7. Collaborate with clubs",65,25,,"membership dues, ticket events,",,Neither,Monthly,1,March ,Fall semester,Marketing,Planning Events,,Fundraising/Budgeting/Co-Sponsorships,,,,,Motivating Members,,Developing a Mission/Vision,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
